user_id,email,signup_date,country,language,device_type,acquisition_channel
129,ocarter@example.com,2024-04-26,Romania,en,Android,organic
130,ojones@example.com,2024-01-25,Solomon Islands,fr,iOS,referral
131,ronaldstephens@example.net,2025-01-31,Canada,es,Web,referral
132,charlesmartin@example.com,2025-04-27,Nepal,es,Web,organic
133,scott74@example.net,2024-12-31,Iraq,en,iOS,referral
134,mkim@example.org,2025-05-22,Tuvalu,de,Web,organic
135,cassandra01@example.org,2024-05-13,Peru,fr,Web,referral
136,keyemily@example.com,2025-03-05,Morocco,de,Android,organic
137,thomaspearson@example.com,2023-08-01,Cocos (Keeling) Islands,en,Android,ads
138,fwalters@example.org,2025-06-30,Latvia,en,Android,organic
139,manuel12@example.com,2024-03-13,Isle of Man,de,Web,organic
140,elaine68@example.org,2024-11-21,Korea,fr,Web,ads
141,marcus68@example.org,2023-09-05,Palestinian Territory,de,iOS,organic
142,mgutierrez@example.net,2025-03-29,Guyana,de,Android,organic
143,wgarrett@example.org,2024-09-30,Costa Rica,de,Web,ads
144,sarakim@example.net,2024-01-14,Libyan Arab Jamahiriya,es,Web,referral
145,jennifercollins@example.org,2023-09-29,Micronesia,de,Android,organic
146,victoriadurham@example.com,2024-04-26,Yemen,en,Android,organic
147,tyronemoran@example.net,2023-09-26,Romania,es,iOS,organic
148,pbaird@example.com,2024-01-18,Micronesia,es,Android,ads
149,sandraromero@example.org,2023-10-16,Tonga,de,iOS,organic
150,ymorgan@example.net,2023-08-23,Ethiopia,de,Android,ads
151,jessica99@example.net,2025-02-21,Liechtenstein,fr,iOS,ads
152,wryan@example.com,2025-03-26,Micronesia,fr,Web,referral
153,ugibson@example.org,2025-01-10,Qatar,es,Web,referral
154,xhall@example.com,2023-12-24,Aruba,fr,iOS,organic
155,zthornton@example.com,2024-02-20,Hungary,fr,iOS,referral
156,tylerjohnson@example.net,2025-06-24,Nauru,fr,iOS,organic
157,sawyerscott@example.net,2024-03-01,United States Minor Outlying Islands,es,Android,referral
158,robertpena@example.org,2024-06-01,Belarus,fr,Android,referral
159,matthew61@example.com,2024-06-10,Timor-Leste,en,Android,referral
160,ofinley@example.net,2024-11-06,Tuvalu,de,Android,organic
161,williamsonjimmy@example.net,2025-01-08,Uruguay,es,iOS,referral
162,juliehamilton@example.org,2024-01-29,Senegal,de,Android,ads
163,wallaceheather@example.org,2024-10-08,Aruba,en,Web,ads
164,carternicholas@example.org,2024-02-25,Ecuador,fr,Web,organic
165,georgemiller@example.com,2024-07-25,Niger,fr,Web,ads
166,jdurham@example.org,2024-11-13,Kyrgyz Republic,es,Android,ads
167,ascott@example.com,2024-10-11,United Arab Emirates,fr,Web,organic
168,charleslandry@example.net,2024-01-29,French Southern Territories,de,Android,referral
169,dvaughn@example.com,2024-10-12,Congo,es,Web,referral
170,yrodriguez@example.net,2025-07-02,Guinea-Bissau,de,Web,referral
171,andrew64@example.org,2024-08-26,Mongolia,fr,Android,referral
172,lozanojulie@example.com,2025-03-26,Singapore,en,Android,ads
173,jeffery39@example.com,2025-02-05,Philippines,de,Android,referral
174,courtneyberger@example.net,2025-01-05,Armenia,fr,Android,ads
175,xjohnson@example.net,2024-02-13,Bulgaria,es,Web,organic
176,mark62@example.org,2023-09-06,Bulgaria,es,Web,organic
177,alyssa42@example.com,2025-01-27,United States Minor Outlying Islands,en,Android,referral
178,scoffey@example.net,2025-02-24,Trinidad and Tobago,fr,iOS,organic
179,mcdonaldcharles@example.org,2024-03-06,Tokelau,fr,iOS,organic
180,zcoffey@example.net,2024-11-08,Haiti,de,iOS,organic
181,ismith@example.org,2023-09-07,Korea,de,Android,referral
182,brenda51@example.net,2024-03-28,Djibouti,en,Android,ads
183,rose31@example.net,2024-06-11,Swaziland,de,Web,referral
184,debra12@example.org,2024-06-06,Yemen,es,Android,ads
185,pwilson@example.net,2023-07-30,Burkina Faso,de,iOS,referral
186,ellen86@example.net,2024-04-12,Samoa,en,iOS,ads
187,fpena@example.net,2024-12-15,Ireland,de,iOS,referral
188,antonio53@example.com,2025-05-19,Kenya,es,iOS,referral
189,cory58@example.net,2025-05-27,Guinea-Bissau,de,iOS,ads
190,james17@example.org,2023-08-16,Panama,de,Android,referral
191,williamsmatthew@example.org,2023-12-05,Solomon Islands,fr,Android,referral
192,gallegosangela@example.net,2024-08-18,Cuba,es,Web,ads
193,markhernandez@example.net,2025-02-16,Afghanistan,de,Web,ads
194,vanessafernandez@example.org,2024-01-21,Bouvet Island (Bouvetoya),es,Android,organic
195,andersonmichael@example.org,2024-10-28,Namibia,fr,Web,ads
196,josephmartinez@example.com,2024-02-24,Malta,de,Android,ads
197,alvarezkimberly@example.net,2023-09-24,Nauru,en,Web,ads
198,soniawilliams@example.net,2023-09-20,Mali,de,Android,ads
199,browntimothy@example.com,2024-02-08,Japan,fr,Web,organic
200,cjoseph@example.org,2024-11-15,United Arab Emirates,de,iOS,organic
201,cameronhill@example.net,2023-08-31,Myanmar,es,Web,organic
202,oscar98@example.com,2024-08-06,Korea,de,iOS,ads
203,sgarcia@example.org,2024-07-06,Timor-Leste,es,Android,referral
204,russellbeasley@example.com,2024-10-23,Guadeloupe,es,Android,organic
205,gperry@example.com,2025-02-26,Japan,de,Android,ads
206,nicholas27@example.org,2024-02-16,Bermuda,en,Web,ads
207,reynoldsjulie@example.com,2025-03-02,Sudan,es,iOS,ads
208,willisanna@example.com,2023-10-06,Paraguay,fr,Android,ads
209,morgan60@example.com,2023-09-30,Netherlands Antilles,de,Android,organic
210,lanejason@example.net,2024-02-16,Liberia,fr,Android,ads
211,bellangela@example.org,2023-12-13,Serbia,en,Android,ads
212,lindsaybruce@example.net,2024-01-22,Nicaragua,es,Web,organic
213,lynchdiane@example.net,2024-11-07,Ethiopia,es,iOS,referral
214,jacqueline45@example.com,2023-07-24,Albania,en,Android,referral
215,ashleymorales@example.org,2023-11-12,Saint Vincent and the Grenadines,en,iOS,referral
216,davisalyssa@example.com,2024-10-07,Italy,es,iOS,ads
217,mitchellgriffith@example.net,2024-05-29,Nepal,de,iOS,ads
218,moorekaren@example.org,2023-09-03,Peru,es,Android,organic
219,fstanley@example.net,2023-08-31,Kenya,es,Android,ads
220,kariwilson@example.com,2024-04-30,Bouvet Island (Bouvetoya),es,Android,ads
221,trose@example.org,2024-01-26,Cyprus,fr,iOS,ads
222,smithkevin@example.org,2024-04-16,Seychelles,en,Web,referral
223,keith10@example.com,2023-10-11,San Marino,en,Android,organic
224,omarpadilla@example.net,2024-05-12,Monaco,en,Web,organic
225,charles06@example.org,2025-03-03,Kuwait,en,iOS,organic
226,barbara96@example.net,2025-05-06,Northern Mariana Islands,en,Web,organic
227,sullivantammy@example.org,2024-05-03,Spain,de,iOS,ads
228,xcollier@example.org,2025-05-25,Jordan,en,Web,organic
229,ryanmorales@example.org,2025-03-11,Indonesia,es,Web,ads
230,jeffrey21@example.net,2025-03-30,North Macedonia,fr,iOS,referral
231,rebeccabailey@example.net,2023-09-24,Svalbard & Jan Mayen Islands,en,iOS,ads
232,joelthomas@example.org,2024-10-16,China,en,Web,organic
233,thompsonkendra@example.com,2024-09-15,Kyrgyz Republic,fr,Web,referral
234,kmaldonado@example.net,2025-01-04,North Macedonia,es,Android,referral
235,michelle52@example.com,2025-06-23,Bangladesh,de,iOS,referral
236,laura90@example.com,2024-06-09,Madagascar,de,iOS,referral
237,dhayes@example.com,2023-08-26,Switzerland,fr,Web,referral
238,gilbertwilliam@example.com,2024-01-28,Mozambique,en,Web,organic
239,colelisa@example.net,2024-08-11,Comoros,fr,Web,ads
240,dmason@example.com,2024-02-23,Bosnia and Herzegovina,fr,iOS,referral
241,toni18@example.net,2025-02-14,China,fr,iOS,ads
242,hritter@example.net,2023-07-31,New Zealand,es,iOS,ads
243,samantha66@example.com,2023-10-27,Philippines,fr,Web,ads
244,cameron18@example.net,2024-09-12,Hungary,de,Android,organic
245,mathewaguilar@example.org,2024-01-26,United States Virgin Islands,fr,Web,referral
246,tanderson@example.org,2024-03-14,Georgia,es,Android,ads
247,lisa81@example.net,2024-08-14,Paraguay,fr,Android,organic
248,andrew42@example.org,2024-05-07,Guam,en,Android,ads
249,ilee@example.org,2025-05-25,Belarus,de,Android,referral
250,romeroamber@example.net,2024-02-04,Turks and Caicos Islands,es,Android,organic
251,nancy92@example.net,2024-07-21,Honduras,es,Android,organic
252,mariewise@example.org,2023-10-23,Saint Helena,es,iOS,ads
253,udiaz@example.org,2024-05-17,Kenya,fr,Android,ads
254,pyoung@example.com,2024-09-21,Sudan,fr,Web,organic
255,michealvalentine@example.com,2025-01-26,Kyrgyz Republic,de,iOS,organic
256,ashaw@example.org,2025-01-15,Svalbard & Jan Mayen Islands,es,Android,referral
257,moniquewilliams@example.com,2023-11-25,Tunisia,de,Web,ads
258,dawsonzachary@example.org,2024-03-30,Finland,es,Android,organic
259,joshuawhitehead@example.org,2023-09-02,Switzerland,en,Android,organic
260,lisawilkerson@example.org,2024-05-17,Israel,es,Web,organic
261,joe15@example.org,2023-08-10,Antarctica (the territory South of 60 deg S),fr,Web,referral
262,combsdebra@example.org,2024-02-20,Burundi,fr,Android,referral
263,ihorton@example.net,2023-07-30,Latvia,fr,Android,referral
264,bullockandrew@example.org,2024-05-25,Syrian Arab Republic,fr,Android,referral
265,srodriguez@example.org,2023-10-20,Gabon,es,Android,ads
266,robertbauer@example.com,2023-09-30,Bahrain,fr,iOS,organic
267,bcarlson@example.net,2023-09-22,Malaysia,de,Android,organic
268,kellysmith@example.com,2024-08-26,Dominican Republic,de,iOS,organic
269,elizabethmiller@example.com,2024-08-23,Bangladesh,es,Android,referral
270,myerstheodore@example.net,2025-05-29,Iceland,fr,iOS,organic
271,julie51@example.com,2025-06-19,Dominican Republic,fr,iOS,ads
272,ingramjill@example.com,2024-12-19,Burkina Faso,de,Android,organic
273,lisa27@example.net,2023-08-04,Lesotho,de,Android,organic
274,bryanparsons@example.com,2024-10-06,Argentina,en,Web,ads
275,moodynina@example.com,2024-02-02,Venezuela,de,Web,ads
276,ihays@example.com,2024-02-14,El Salvador,en,iOS,referral
277,justinatkins@example.org,2023-07-29,Tonga,fr,Android,ads
278,david56@example.com,2024-10-24,Samoa,es,Android,organic
279,lmorgan@example.com,2024-05-19,Puerto Rico,en,Android,ads
280,laurie61@example.com,2024-06-30,Netherlands,en,iOS,ads
281,amymorris@example.org,2025-06-29,Greece,es,iOS,referral
282,sean62@example.net,2024-10-28,Kenya,en,iOS,organic
283,acostarhonda@example.net,2024-03-15,Jordan,fr,iOS,organic
284,jonesdana@example.com,2024-01-19,Malaysia,en,Web,ads
285,stephaniethomas@example.net,2025-02-07,Philippines,de,Web,ads
286,martinezjoel@example.net,2025-01-24,Haiti,es,Android,ads
287,jacobserika@example.com,2024-03-23,Holy See (Vatican City State),es,Android,referral
288,berryalyssa@example.com,2024-05-22,Germany,en,Web,referral
289,susanjohnson@example.org,2024-10-19,Luxembourg,en,iOS,referral
290,greenjorge@example.com,2024-07-15,Croatia,de,Android,referral
291,heather73@example.org,2025-06-30,Burkina Faso,en,iOS,organic
292,tthompson@example.com,2025-03-17,Benin,de,Web,organic
293,elizabeth18@example.net,2025-02-14,French Guiana,de,iOS,ads
294,jenniferho@example.net,2025-04-14,China,es,Web,referral
295,davidharris@example.org,2025-02-02,Dominica,es,Android,organic
296,wardashley@example.com,2025-01-30,Spain,de,Android,referral
297,cherylmiller@example.com,2025-06-20,Indonesia,fr,Web,ads
298,xfox@example.com,2025-07-02,Swaziland,en,Web,organic
299,teresaday@example.com,2024-08-26,Lao People's Democratic Republic,fr,Web,referral
300,david89@example.org,2024-11-11,Seychelles,de,Android,organic
301,dshaw@example.org,2025-06-08,Maldives,de,Web,organic
302,fernandodonovan@example.org,2023-10-22,Guatemala,fr,iOS,organic
303,meghan43@example.net,2025-05-25,Zimbabwe,en,iOS,ads
304,colleenmendez@example.org,2024-08-08,Macao,fr,Android,organic
305,georgeweber@example.net,2024-10-13,Guadeloupe,es,Web,ads
306,bryananthony@example.org,2025-03-09,Yemen,es,Android,referral
307,debra96@example.net,2024-10-13,Northern Mariana Islands,es,Android,organic
308,dawn47@example.org,2023-07-25,Sri Lanka,en,Android,referral
309,eevans@example.net,2025-02-12,Bahamas,fr,Web,ads
310,nwashington@example.com,2023-10-26,New Caledonia,en,iOS,organic
311,jessica56@example.org,2023-10-16,Senegal,en,Web,ads
312,floressteven@example.com,2024-03-29,Korea,en,iOS,ads
313,williamssonia@example.net,2023-12-31,Italy,es,Android,organic
314,lisapeck@example.net,2023-12-31,Germany,es,Web,ads
315,tyronerobertson@example.com,2023-11-18,Turkmenistan,en,Android,ads
316,davisphillip@example.com,2024-02-13,Dominican Republic,es,Android,ads
317,brandon47@example.net,2023-12-07,Turkmenistan,en,iOS,ads
318,amitchell@example.org,2025-03-10,Jersey,es,Web,ads
319,jessica65@example.org,2023-10-08,Iran,fr,Web,ads
320,michaelroberts@example.com,2023-08-09,Madagascar,en,Android,organic
321,marcia99@example.org,2024-05-27,Brunei Darussalam,fr,Android,ads
322,vbrooks@example.net,2025-06-14,Wallis and Futuna,en,Android,referral
323,jameshicks@example.net,2024-03-26,Armenia,en,Web,referral
324,jenniferbrock@example.net,2023-08-05,Korea,es,Android,organic
325,markaustin@example.org,2023-10-19,India,de,Web,ads
326,brittney88@example.net,2025-06-26,Liechtenstein,es,Web,ads
327,thomas05@example.com,2024-12-02,Peru,en,iOS,ads
328,ysilva@example.net,2023-09-21,Tunisia,de,Android,ads
329,carlsonjoseph@example.net,2024-11-16,Slovenia,es,iOS,organic
330,jennifersilva@example.org,2025-06-12,Malta,de,Web,organic
331,rhernandez@example.org,2024-10-04,Antigua and Barbuda,fr,Web,organic
332,leescott@example.com,2024-08-24,Canada,es,iOS,organic
333,roberthampton@example.com,2024-04-29,Tunisia,en,Android,organic
334,thorntonapril@example.net,2025-03-14,Greece,de,Android,referral
335,ufox@example.org,2025-07-01,Kuwait,fr,Web,referral
336,amy49@example.com,2025-04-29,Congo,fr,Android,ads
337,angela34@example.com,2025-06-01,Romania,es,iOS,ads
338,wstewart@example.net,2023-12-01,Vietnam,de,Android,organic
339,keith98@example.com,2025-05-16,Ukraine,de,iOS,ads
340,stephanie24@example.org,2025-06-18,France,es,Android,referral
341,reedscott@example.com,2025-05-31,San Marino,fr,iOS,ads
342,marianelson@example.net,2024-06-17,Qatar,fr,Web,referral
343,gilbertbrenda@example.org,2024-01-17,Australia,es,iOS,ads
344,danawilliams@example.com,2024-11-03,Greenland,es,Android,ads
345,maldonadoderrick@example.net,2024-12-08,Vanuatu,es,Android,ads
346,mwoods@example.com,2023-10-26,Gibraltar,de,Web,organic
347,velezchristopher@example.net,2024-01-27,Djibouti,es,iOS,ads
348,gentrygregory@example.org,2024-07-28,Vietnam,en,Android,referral
349,lfrench@example.net,2025-05-05,Tunisia,es,Web,ads
350,smithashley@example.org,2025-05-09,Vanuatu,es,Web,referral
351,shawn88@example.com,2025-06-20,Tuvalu,de,Android,organic
352,znelson@example.org,2025-05-19,Greenland,de,Web,referral
353,twong@example.org,2023-10-29,American Samoa,fr,iOS,ads
354,ashley32@example.net,2024-12-22,Togo,en,Web,ads
355,gwilcox@example.com,2024-10-11,Benin,en,Web,organic
356,lopezdonald@example.com,2024-04-21,Vietnam,es,Web,organic
357,patrick74@example.com,2023-12-31,Gabon,en,Android,ads
358,greenmichael@example.org,2024-08-31,Bahamas,fr,Web,referral
359,zparker@example.net,2024-11-02,Macao,es,Web,organic
360,hannah45@example.net,2025-05-07,Cyprus,fr,Web,referral
361,timothygibson@example.net,2023-12-10,Holy See (Vatican City State),es,Android,referral
362,ztodd@example.net,2024-05-01,Sweden,es,Web,organic
363,erinlarson@example.org,2023-12-09,Malta,en,iOS,referral
364,christian91@example.org,2024-05-24,Switzerland,fr,iOS,referral
365,ashleyhernandez@example.com,2024-08-06,Timor-Leste,en,Android,organic
366,frazierjennifer@example.com,2024-07-17,Bermuda,en,Android,organic
367,dstokes@example.org,2025-04-20,Malaysia,fr,iOS,organic
368,hansenemily@example.com,2024-05-01,Saint Kitts and Nevis,fr,iOS,ads
369,lisa39@example.org,2023-07-18,Aruba,fr,Android,ads
370,weaverbrian@example.org,2024-05-07,Vietnam,de,iOS,referral
371,robert26@example.com,2024-06-12,Uganda,es,Web,referral
372,rbennett@example.net,2024-04-07,Tunisia,de,iOS,organic
373,david86@example.net,2024-07-31,Brunei Darussalam,en,Web,ads
374,maryavila@example.com,2024-12-16,Kyrgyz Republic,de,Android,referral
375,opatel@example.org,2024-11-06,Kuwait,de,iOS,ads
376,jacob10@example.net,2024-03-12,Italy,fr,Android,ads
377,allencarlos@example.net,2024-09-24,Antigua and Barbuda,en,Android,ads
378,sanchezbradley@example.com,2024-05-24,Djibouti,de,iOS,ads
379,taylorvictoria@example.org,2024-07-31,Suriname,fr,Web,ads
380,barbara53@example.com,2025-05-02,Turkey,es,Web,ads
381,roberthill@example.net,2023-10-15,Yemen,es,Android,organic
382,conniesimmons@example.com,2024-09-07,Australia,es,Android,organic
383,ufloyd@example.net,2025-06-12,Israel,de,Android,referral
384,nicholas87@example.org,2024-04-26,Thailand,fr,Web,ads
385,lindamelendez@example.net,2023-12-14,Isle of Man,fr,iOS,referral
386,paulscott@example.com,2025-06-09,Oman,es,Android,organic
387,fboone@example.net,2023-08-29,Saint Kitts and Nevis,en,Web,referral
388,adamsemily@example.net,2025-02-28,Armenia,es,Android,organic
389,lindamatthews@example.net,2025-04-01,Monaco,fr,iOS,referral
390,mollycook@example.org,2023-12-08,Croatia,de,Web,ads
391,burgesskaren@example.org,2025-05-18,Qatar,de,Web,organic
392,randyallen@example.com,2024-09-16,Singapore,en,Android,ads
393,wferguson@example.com,2024-01-25,Eritrea,en,Web,ads
394,zowens@example.net,2024-03-21,Latvia,de,iOS,ads
395,robin55@example.com,2025-01-09,Aruba,fr,Web,ads
396,joycesmith@example.net,2024-08-17,Vietnam,de,iOS,organic
397,mphillips@example.com,2024-09-01,Denmark,fr,Web,referral
398,victorpena@example.net,2024-04-05,Guadeloupe,fr,iOS,ads
399,plevy@example.net,2024-01-07,Liechtenstein,es,Android,referral
400,gary87@example.org,2024-06-03,United States Virgin Islands,fr,iOS,ads
401,warrenmary@example.org,2025-04-13,Western Sahara,en,iOS,organic
402,duranrobert@example.net,2025-02-19,Djibouti,es,Web,ads
403,albertwagner@example.com,2023-08-21,Bahamas,en,Android,organic
404,bhopkins@example.org,2024-09-26,Martinique,fr,Web,organic
405,smithjennifer@example.net,2024-08-09,France,es,Android,referral
406,ldrake@example.org,2023-07-15,Uruguay,fr,Web,ads
407,johnharvey@example.com,2023-09-11,Suriname,fr,iOS,referral
408,zmiller@example.com,2024-03-18,Mongolia,de,Android,organic
409,kevinclayton@example.org,2023-12-27,Palau,fr,Web,organic
410,davisnicholas@example.net,2025-06-26,Lebanon,en,Web,ads
411,warnerchristopher@example.com,2023-08-13,Oman,fr,Web,ads
412,jacobsonsamantha@example.org,2025-01-26,Croatia,en,iOS,organic
413,enelson@example.net,2025-04-21,Uzbekistan,en,Android,ads
