user_id,email,signup_date,country,language,device_type,acquisition_channel
101,stricklandfrank@example.com,2024-09-19,Botswana,de,iOS,referral
102,barbara66@example.net,2024-08-31,Congo,en,iOS,organic
103,curtisbarton@example.net,2023-08-29,Netherlands Antilles,en,Web,organic
104,reedross@example.com,2025-02-12,Bangladesh,es,iOS,referral
105,alexander67@example.org,2024-07-08,Jersey,de,Web,referral
106,bzimmerman@example.org,2025-06-06,Saint Martin,en,Web,organic
107,christina87@example.com,2024-07-20,Jordan,es,Web,referral
108,marcus31@example.com,2025-02-27,Turkmenistan,fr,Android,organic
109,qhudson@example.com,2024-05-29,Guadeloupe,fr,iOS,ads
110,hunter35@example.com,2023-07-25,Guam,es,iOS,referral
111,angela83@example.org,2024-01-25,Dominican Republic,fr,Android,ads
112,ppeters@example.net,2024-12-12,Lebanon,en,iOS,ads
113,bwest@example.org,2024-10-19,French Polynesia,en,iOS,referral
114,kevinperkins@example.com,2023-12-13,Micronesia,de,Web,ads
115,jbarajas@example.com,2024-07-27,Guinea,de,Android,organic
116,kristopher31@example.net,2024-11-29,Congo,de,Android,ads
117,jamesrodgers@example.com,2024-02-20,Saint Kitts and Nevis,de,Android,referral
118,tina34@example.org,2024-09-07,Guyana,fr,Web,referral
119,ericksondavid@example.org,2023-11-13,Austria,en,Web,referral
120,danamullins@example.org,2024-08-12,Tunisia,fr,Web,organic
121,taylor75@example.org,2023-07-13,Austria,de,Android,organic
122,ewilson@example.com,2024-01-05,Liechtenstein,en,Web,referral
123,hernandezlisa@example.com,2023-08-28,Belize,de,Android,ads
124,grantrobert@example.net,2025-06-30,Somalia,de,Web,ads
125,chayes@example.com,2024-09-29,Tokelau,de,Web,referral
126,ntorres@example.org,2024-09-07,New Zealand,fr,Web,ads
127,mezajared@example.org,2025-06-05,Estonia,fr,iOS,organic
128,johnarnold@example.org,2024-10-29,Afghanistan,es,Android,organic
129,ocarter@example.com,2024-04-28,Romania,en,Android,organic
130,ojones@example.com,2024-01-27,Solomon Islands,fr,iOS,referral
131,ronaldstephens@example.net,2025-02-02,Canada,es,Web,referral
132,charlesmartin@example.com,2025-04-29,Nepal,es,Web,organic
133,scott74@example.net,2025-01-02,Iraq,en,iOS,referral
134,mkim@example.org,2025-05-24,Tuvalu,de,Web,organic
135,cassandra01@example.org,2024-05-15,Peru,fr,Web,referral
136,keyemily@example.com,2025-03-07,Morocco,de,Android,organic
137,thomaspearson@example.com,2023-08-03,Cocos (Keeling) Islands,en,Android,ads
138,fwalters@example.org,2025-07-02,Latvia,en,Android,organic
139,manuel12@example.com,2024-03-15,Isle of Man,de,Web,organic
140,elaine68@example.org,2024-11-23,Korea,fr,Web,ads
141,marcus68@example.org,2023-09-07,Palestinian Territory,de,iOS,organic
142,mgutierrez@example.net,2025-03-31,Guyana,de,Android,organic
143,wgarrett@example.org,2024-10-02,Costa Rica,de,Web,ads
144,sarakim@example.net,2024-01-16,Libyan Arab Jamahiriya,es,Web,referral
145,jennifercollins@example.org,2023-10-01,Micronesia,de,Android,organic
146,victoriadurham@example.com,2024-04-28,Yemen,en,Android,organic
147,tyronemoran@example.net,2023-09-28,Romania,es,iOS,organic
148,pbaird@example.com,2024-01-20,Micronesia,es,Android,ads
149,sandraromero@example.org,2023-10-18,Tonga,de,iOS,organic
150,ymorgan@example.net,2023-08-25,Ethiopia,de,Android,ads
151,jessica99@example.net,2025-02-23,Liechtenstein,fr,iOS,ads
152,wryan@example.com,2025-03-28,Micronesia,fr,Web,referral
153,ugibson@example.org,2025-01-12,Qatar,es,Web,referral
154,xhall@example.com,2023-12-26,Aruba,fr,iOS,organic
155,zthornton@example.com,2024-02-22,Hungary,fr,iOS,referral
156,tylerjohnson@example.net,2025-06-26,Nauru,fr,iOS,organic
157,sawyerscott@example.net,2024-03-03,United States Minor Outlying Islands,es,Android,referral
158,robertpena@example.org,2024-06-03,Belarus,fr,Android,referral
159,matthew61@example.com,2024-06-12,Timor-Leste,en,Android,referral
160,ofinley@example.net,2024-11-08,Tuvalu,de,Android,organic
161,williamsonjimmy@example.net,2025-01-10,Uruguay,es,iOS,referral
162,juliehamilton@example.org,2024-01-31,Senegal,de,Android,ads
163,wallaceheather@example.org,2024-10-10,Aruba,en,Web,ads
164,carternicholas@example.org,2024-02-27,Ecuador,fr,Web,organic
165,georgemiller@example.com,2024-07-27,Niger,fr,Web,ads
166,jdurham@example.org,2024-11-15,Kyrgyz Republic,es,Android,ads
167,ascott@example.com,2024-10-13,United Arab Emirates,fr,Web,organic
168,charleslandry@example.net,2024-01-31,French Southern Territories,de,Android,referral
169,dvaughn@example.com,2024-10-14,Congo,es,Web,referral
170,yrodriguez@example.net,2025-07-04,Guinea-Bissau,de,Web,referral
171,andrew64@example.org,2024-08-28,Mongolia,fr,Android,referral
172,lozanojulie@example.com,2025-03-28,Singapore,en,Android,ads
173,jeffery39@example.com,2025-02-07,Philippines,de,Android,referral
174,courtneyberger@example.net,2025-01-07,Armenia,fr,Android,ads
175,xjohnson@example.net,2024-02-15,Bulgaria,es,Web,organic
176,mark62@example.org,2023-09-08,Bulgaria,es,Web,organic
177,alyssa42@example.com,2025-01-29,United States Minor Outlying Islands,en,Android,referral
178,scoffey@example.net,2025-02-26,Trinidad and Tobago,fr,iOS,organic
179,mcdonaldcharles@example.org,2024-03-08,Tokelau,fr,iOS,organic
180,zcoffey@example.net,2024-11-10,Haiti,de,iOS,organic
181,ismith@example.org,2023-09-09,Korea,de,Android,referral
182,brenda51@example.net,2024-03-30,Djibouti,en,Android,ads
183,rose31@example.net,2024-06-13,Swaziland,de,Web,referral
184,debra12@example.org,2024-06-08,Yemen,es,Android,ads
185,pwilson@example.net,2023-08-01,Burkina Faso,de,iOS,referral
186,ellen86@example.net,2024-04-14,Samoa,en,iOS,ads
187,fpena@example.net,2024-12-17,Ireland,de,iOS,referral
188,antonio53@example.com,2025-05-21,Kenya,es,iOS,referral
189,cory58@example.net,2025-05-29,Guinea-Bissau,de,iOS,ads
190,james17@example.org,2023-08-18,Panama,de,Android,referral
191,williamsmatthew@example.org,2023-12-07,Solomon Islands,fr,Android,referral
192,gallegosangela@example.net,2024-08-20,Cuba,es,Web,ads
193,markhernandez@example.net,2025-02-18,Afghanistan,de,Web,ads
194,vanessafernandez@example.org,2024-01-23,Bouvet Island (Bouvetoya),es,Android,organic
195,andersonmichael@example.org,2024-10-30,Namibia,fr,Web,ads
196,josephmartinez@example.com,2024-02-26,Malta,de,Android,ads
197,alvarezkimberly@example.net,2023-09-26,Nauru,en,Web,ads
198,soniawilliams@example.net,2023-09-22,Mali,de,Android,ads
199,browntimothy@example.com,2024-02-10,Japan,fr,Web,organic
200,cjoseph@example.org,2024-11-17,United Arab Emirates,de,iOS,organic
201,cameronhill@example.net,2023-09-02,Myanmar,es,Web,organic
202,oscar98@example.com,2024-08-08,Korea,de,iOS,ads
203,sgarcia@example.org,2024-07-08,Timor-Leste,es,Android,referral
204,russellbeasley@example.com,2024-10-25,Guadeloupe,es,Android,organic
205,gperry@example.com,2025-02-28,Japan,de,Android,ads
206,nicholas27@example.org,2024-02-18,Bermuda,en,Web,ads
207,reynoldsjulie@example.com,2025-03-04,Sudan,es,iOS,ads
208,willisanna@example.com,2023-10-08,Paraguay,fr,Android,ads
209,morgan60@example.com,2023-10-02,Netherlands Antilles,de,Android,organic
210,lanejason@example.net,2024-02-18,Liberia,fr,Android,ads
211,bellangela@example.org,2023-12-15,Serbia,en,Android,ads
212,lindsaybruce@example.net,2024-01-24,Nicaragua,es,Web,organic
213,lynchdiane@example.net,2024-11-09,Ethiopia,es,iOS,referral
214,jacqueline45@example.com,2023-07-26,Albania,en,Android,referral
215,ashleymorales@example.org,2023-11-14,Saint Vincent and the Grenadines,en,iOS,referral
216,davisalyssa@example.com,2024-10-09,Italy,es,iOS,ads
217,mitchellgriffith@example.net,2024-05-31,Nepal,de,iOS,ads
218,moorekaren@example.org,2023-09-05,Peru,es,Android,organic
219,fstanley@example.net,2023-09-02,Kenya,es,Android,ads
220,kariwilson@example.com,2024-05-02,Bouvet Island (Bouvetoya),es,Android,ads
221,trose@example.org,2024-01-28,Cyprus,fr,iOS,ads
222,smithkevin@example.org,2024-04-18,Seychelles,en,Web,referral
223,keith10@example.com,2023-10-13,San Marino,en,Android,organic
224,omarpadilla@example.net,2024-05-14,Monaco,en,Web,organic
225,charles06@example.org,2025-03-05,Kuwait,en,iOS,organic
226,barbara96@example.net,2025-05-08,Northern Mariana Islands,en,Web,organic
227,sullivantammy@example.org,2024-05-05,Spain,de,iOS,ads
228,xcollier@example.org,2025-05-27,Jordan,en,Web,organic
229,ryanmorales@example.org,2025-03-13,Indonesia,es,Web,ads
230,jeffrey21@example.net,2025-04-01,North Macedonia,fr,iOS,referral
231,rebeccabailey@example.net,2023-09-26,Svalbard & Jan Mayen Islands,en,iOS,ads
232,joelthomas@example.org,2024-10-18,China,en,Web,organic
233,thompsonkendra@example.com,2024-09-17,Kyrgyz Republic,fr,Web,referral
234,kmaldonado@example.net,2025-01-06,North Macedonia,es,Android,referral
235,michelle52@example.com,2025-06-25,Bangladesh,de,iOS,referral
236,laura90@example.com,2024-06-11,Madagascar,de,iOS,referral
237,dhayes@example.com,2023-08-28,Switzerland,fr,Web,referral
238,gilbertwilliam@example.com,2024-01-30,Mozambique,en,Web,organic
239,colelisa@example.net,2024-08-13,Comoros,fr,Web,ads
240,dmason@example.com,2024-02-25,Bosnia and Herzegovina,fr,iOS,referral
241,toni18@example.net,2025-02-16,China,fr,iOS,ads
242,hritter@example.net,2023-08-02,New Zealand,es,iOS,ads
243,samantha66@example.com,2023-10-29,Philippines,fr,Web,ads
244,cameron18@example.net,2024-09-14,Hungary,de,Android,organic
245,mathewaguilar@example.org,2024-01-28,United States Virgin Islands,fr,Web,referral
246,tanderson@example.org,2024-03-16,Georgia,es,Android,ads
247,lisa81@example.net,2024-08-16,Paraguay,fr,Android,organic
248,andrew42@example.org,2024-05-09,Guam,en,Android,ads
249,ilee@example.org,2025-05-27,Belarus,de,Android,referral
250,romeroamber@example.net,2024-02-06,Turks and Caicos Islands,es,Android,organic
251,nancy92@example.net,2024-07-23,Honduras,es,Android,organic
252,mariewise@example.org,2023-10-25,Saint Helena,es,iOS,ads
253,udiaz@example.org,2024-05-19,Kenya,fr,Android,ads
254,pyoung@example.com,2024-09-23,Sudan,fr,Web,organic
255,michealvalentine@example.com,2025-01-28,Kyrgyz Republic,de,iOS,organic
256,ashaw@example.org,2025-01-17,Svalbard & Jan Mayen Islands,es,Android,referral
257,moniquewilliams@example.com,2023-11-27,Tunisia,de,Web,ads
258,dawsonzachary@example.org,2024-04-01,Finland,es,Android,organic
259,joshuawhitehead@example.org,2023-09-04,Switzerland,en,Android,organic
260,lisawilkerson@example.org,2024-05-19,Israel,es,Web,organic
261,joe15@example.org,2023-08-12,Antarctica (the territory South of 60 deg S),fr,Web,referral
262,combsdebra@example.org,2024-02-22,Burundi,fr,Android,referral
263,ihorton@example.net,2023-08-01,Latvia,fr,Android,referral
264,bullockandrew@example.org,2024-05-27,Syrian Arab Republic,fr,Android,referral
265,srodriguez@example.org,2023-10-22,Gabon,es,Android,ads
266,robertbauer@example.com,2023-10-02,Bahrain,fr,iOS,organic
267,bcarlson@example.net,2023-09-24,Malaysia,de,Android,organic
268,kellysmith@example.com,2024-08-28,Dominican Republic,de,iOS,organic
269,elizabethmiller@example.com,2024-08-25,Bangladesh,es,Android,referral
270,myerstheodore@example.net,2025-05-31,Iceland,fr,iOS,organic
271,julie51@example.com,2025-06-21,Dominican Republic,fr,iOS,ads
272,ingramjill@example.com,2024-12-21,Burkina Faso,de,Android,organic
273,lisa27@example.net,2023-08-06,Lesotho,de,Android,organic
274,bryanparsons@example.com,2024-10-08,Argentina,en,Web,ads
275,moodynina@example.com,2024-02-04,Venezuela,de,Web,ads
276,ihays@example.com,2024-02-16,El Salvador,en,iOS,referral
277,justinatkins@example.org,2023-07-31,Tonga,fr,Android,ads
278,david56@example.com,2024-10-26,Samoa,es,Android,organic
279,lmorgan@example.com,2024-05-21,Puerto Rico,en,Android,ads
280,laurie61@example.com,2024-07-02,Netherlands,en,iOS,ads
281,amymorris@example.org,2025-07-01,Greece,es,iOS,referral
282,sean62@example.net,2024-10-30,Kenya,en,iOS,organic
283,acostarhonda@example.net,2024-03-17,Jordan,fr,iOS,organic
284,jonesdana@example.com,2024-01-21,Malaysia,en,Web,ads
285,stephaniethomas@example.net,2025-02-09,Philippines,de,Web,ads
286,martinezjoel@example.net,2025-01-26,Haiti,es,Android,ads
287,jacobserika@example.com,2024-03-25,Holy See (Vatican City State),es,Android,referral
288,berryalyssa@example.com,2024-05-24,Germany,en,Web,referral
289,susanjohnson@example.org,2024-10-21,Luxembourg,en,iOS,referral
290,greenjorge@example.com,2024-07-17,Croatia,de,Android,referral
291,heather73@example.org,2025-07-02,Burkina Faso,en,iOS,organic
292,tthompson@example.com,2025-03-19,Benin,de,Web,organic
293,elizabeth18@example.net,2025-02-16,French Guiana,de,iOS,ads
294,jenniferho@example.net,2025-04-16,China,es,Web,referral
295,davidharris@example.org,2025-02-04,Dominica,es,Android,organic
296,wardashley@example.com,2025-02-01,Spain,de,Android,referral
297,cherylmiller@example.com,2025-06-22,Indonesia,fr,Web,ads
298,xfox@example.com,2025-07-04,Swaziland,en,Web,organic
299,teresaday@example.com,2024-08-28,Lao People's Democratic Republic,fr,Web,referral
300,david89@example.org,2024-11-13,Seychelles,de,Android,organic
301,dshaw@example.org,2025-06-10,Maldives,de,Web,organic
302,fernandodonovan@example.org,2023-10-24,Guatemala,fr,iOS,organic
303,meghan43@example.net,2025-05-27,Zimbabwe,en,iOS,ads
304,colleenmendez@example.org,2024-08-10,Macao,fr,Android,organic
305,georgeweber@example.net,2024-10-15,Guadeloupe,es,Web,ads
306,bryananthony@example.org,2025-03-11,Yemen,es,Android,referral
307,debra96@example.net,2024-10-15,Northern Mariana Islands,es,Android,organic
308,dawn47@example.org,2023-07-27,Sri Lanka,en,Android,referral
309,eevans@example.net,2025-02-14,Bahamas,fr,Web,ads
310,nwashington@example.com,2023-10-28,New Caledonia,en,iOS,organic
311,jessica56@example.org,2023-10-18,Senegal,en,Web,ads
312,floressteven@example.com,2024-03-31,Korea,en,iOS,ads
313,williamssonia@example.net,2024-01-02,Italy,es,Android,organic
314,lisapeck@example.net,2024-01-02,Germany,es,Web,ads
315,tyronerobertson@example.com,2023-11-20,Turkmenistan,en,Android,ads
316,davisphillip@example.com,2024-02-15,Dominican Republic,es,Android,ads
317,brandon47@example.net,2023-12-09,Turkmenistan,en,iOS,ads
318,amitchell@example.org,2025-03-12,Jersey,es,Web,ads
319,jessica65@example.org,2023-10-10,Iran,fr,Web,ads
320,michaelroberts@example.com,2023-08-11,Madagascar,en,Android,organic
321,marcia99@example.org,2024-05-29,Brunei Darussalam,fr,Android,ads
322,vbrooks@example.net,2025-06-16,Wallis and Futuna,en,Android,referral
323,jameshicks@example.net,2024-03-28,Armenia,en,Web,referral
324,jenniferbrock@example.net,2023-08-07,Korea,es,Android,organic
325,markaustin@example.org,2023-10-21,India,de,Web,ads
326,brittney88@example.net,2025-06-28,Liechtenstein,es,Web,ads
327,thomas05@example.com,2024-12-04,Peru,en,iOS,ads
328,ysilva@example.net,2023-09-23,Tunisia,de,Android,ads
329,carlsonjoseph@example.net,2024-11-18,Slovenia,es,iOS,organic
330,jennifersilva@example.org,2025-06-14,Malta,de,Web,organic
331,rhernandez@example.org,2024-10-06,Antigua and Barbuda,fr,Web,organic
332,leescott@example.com,2024-08-26,Canada,es,iOS,organic
333,roberthampton@example.com,2024-05-01,Tunisia,en,Android,organic
334,thorntonapril@example.net,2025-03-16,Greece,de,Android,referral
335,ufox@example.org,2025-07-03,Kuwait,fr,Web,referral
336,amy49@example.com,2025-05-01,Congo,fr,Android,ads
337,angela34@example.com,2025-06-03,Romania,es,iOS,ads
338,wstewart@example.net,2023-12-03,Vietnam,de,Android,organic
339,keith98@example.com,2025-05-18,Ukraine,de,iOS,ads
340,stephanie24@example.org,2025-06-20,France,es,Android,referral
341,reedscott@example.com,2025-06-02,San Marino,fr,iOS,ads
342,marianelson@example.net,2024-06-19,Qatar,fr,Web,referral
343,gilbertbrenda@example.org,2024-01-19,Australia,es,iOS,ads
344,danawilliams@example.com,2024-11-05,Greenland,es,Android,ads
345,maldonadoderrick@example.net,2024-12-10,Vanuatu,es,Android,ads
346,mwoods@example.com,2023-10-28,Gibraltar,de,Web,organic
347,velezchristopher@example.net,2024-01-29,Djibouti,es,iOS,ads
348,gentrygregory@example.org,2024-07-30,Vietnam,en,Android,referral
349,lfrench@example.net,2025-05-07,Tunisia,es,Web,ads
350,smithashley@example.org,2025-05-11,Vanuatu,es,Web,referral
351,shawn88@example.com,2025-06-22,Tuvalu,de,Android,organic
352,znelson@example.org,2025-05-21,Greenland,de,Web,referral
353,twong@example.org,2023-10-31,American Samoa,fr,iOS,ads
354,ashley32@example.net,2024-12-24,Togo,en,Web,ads
355,gwilcox@example.com,2024-10-13,Benin,en,Web,organic
356,lopezdonald@example.com,2024-04-23,Vietnam,es,Web,organic
357,patrick74@example.com,2024-01-02,Gabon,en,Android,ads
358,greenmichael@example.org,2024-09-02,Bahamas,fr,Web,referral
359,zparker@example.net,2024-11-04,Macao,es,Web,organic
360,hannah45@example.net,2025-05-09,Cyprus,fr,Web,referral
361,timothygibson@example.net,2023-12-12,Holy See (Vatican City State),es,Android,referral
362,ztodd@example.net,2024-05-03,Sweden,es,Web,organic
363,erinlarson@example.org,2023-12-11,Malta,en,iOS,referral
364,christian91@example.org,2024-05-26,Switzerland,fr,iOS,referral
365,ashleyhernandez@example.com,2024-08-08,Timor-Leste,en,Android,organic
366,frazierjennifer@example.com,2024-07-19,Bermuda,en,Android,organic
367,dstokes@example.org,2025-04-22,Malaysia,fr,iOS,organic
368,hansenemily@example.com,2024-05-03,Saint Kitts and Nevis,fr,iOS,ads
369,lisa39@example.org,2023-07-20,Aruba,fr,Android,ads
370,weaverbrian@example.org,2024-05-09,Vietnam,de,iOS,referral
371,robert26@example.com,2024-06-14,Uganda,es,Web,referral
372,rbennett@example.net,2024-04-09,Tunisia,de,iOS,organic
373,david86@example.net,2024-08-02,Brunei Darussalam,en,Web,ads
374,maryavila@example.com,2024-12-18,Kyrgyz Republic,de,Android,referral
375,opatel@example.org,2024-11-08,Kuwait,de,iOS,ads
376,jacob10@example.net,2024-03-14,Italy,fr,Android,ads
377,allencarlos@example.net,2024-09-26,Antigua and Barbuda,en,Android,ads
378,sanchezbradley@example.com,2024-05-26,Djibouti,de,iOS,ads
379,taylorvictoria@example.org,2024-08-02,Suriname,fr,Web,ads
380,barbara53@example.com,2025-05-04,Turkey,es,Web,ads
381,roberthill@example.net,2023-10-17,Yemen,es,Android,organic
382,conniesimmons@example.com,2024-09-09,Australia,es,Android,organic
383,ufloyd@example.net,2025-06-14,Israel,de,Android,referral
384,nicholas87@example.org,2024-04-28,Thailand,fr,Web,ads
385,lindamelendez@example.net,2023-12-16,Isle of Man,fr,iOS,referral
386,paulscott@example.com,2025-06-11,Oman,es,Android,organic
387,fboone@example.net,2023-08-31,Saint Kitts and Nevis,en,Web,referral
388,adamsemily@example.net,2025-03-02,Armenia,es,Android,organic
389,lindamatthews@example.net,2025-04-03,Monaco,fr,iOS,referral
390,mollycook@example.org,2023-12-10,Croatia,de,Web,ads
391,burgesskaren@example.org,2025-05-20,Qatar,de,Web,organic
392,randyallen@example.com,2024-09-18,Singapore,en,Android,ads
393,wferguson@example.com,2024-01-27,Eritrea,en,Web,ads
394,zowens@example.net,2024-03-23,Latvia,de,iOS,ads
395,robin55@example.com,2025-01-11,Aruba,fr,Web,ads
396,joycesmith@example.net,2024-08-19,Vietnam,de,iOS,organic
397,mphillips@example.com,2024-09-03,Denmark,fr,Web,referral
398,victorpena@example.net,2024-04-07,Guadeloupe,fr,iOS,ads
399,plevy@example.net,2024-01-09,Liechtenstein,es,Android,referral
400,gary87@example.org,2024-06-05,United States Virgin Islands,fr,iOS,ads
401,warrenmary@example.org,2025-04-15,Western Sahara,en,iOS,organic
402,duranrobert@example.net,2025-02-21,Djibouti,es,Web,ads
403,albertwagner@example.com,2023-08-23,Bahamas,en,Android,organic
404,bhopkins@example.org,2024-09-28,Martinique,fr,Web,organic
405,smithjennifer@example.net,2024-08-11,France,es,Android,referral
406,ldrake@example.org,2023-07-17,Uruguay,fr,Web,ads
407,johnharvey@example.com,2023-09-13,Suriname,fr,iOS,referral
408,zmiller@example.com,2024-03-20,Mongolia,de,Android,organic
409,kevinclayton@example.org,2023-12-29,Palau,fr,Web,organic
410,davisnicholas@example.net,2025-06-28,Lebanon,en,Web,ads
411,warnerchristopher@example.com,2023-08-15,Oman,fr,Web,ads
412,jacobsonsamantha@example.org,2025-01-28,Croatia,en,iOS,organic
413,enelson@example.net,2025-04-23,Uzbekistan,en,Android,ads
